"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"17/10/2023","18,600.0","20,100.0","20,250.0","18,600.0","7.38M","-6.53%"
"16/10/2023","19,900.0","20,600.0","20,800.0","19,900.0","8.19M","-3.16%"
"13/10/2023","20,550.0","19,950.0","20,550.0","19,800.0","7.25M","1.23%"
"12/10/2023","20,300.0","20,600.0","20,850.0","20,100.0","7.10M","-0.98%"
"11/10/2023","20,500.0","19,950.0","20,500.0","19,850.0","7.16M","2.76%"
"10/10/2023","19,950.0","20,200.0","20,350.0","19,950.0","7.60M","0.00%"
"09/10/2023","19,950.0","19,300.0","19,950.0","19,050.0","9.84M","4.18%"
"06/10/2023","19,150.0","18,600.0","19,150.0","18,300.0","5.01M","2.96%"
"05/10/2023","18,600.0","19,350.0","19,450.0","18,550.0","5.60M","-3.13%"
"04/10/2023","19,200.0","17,800.0","19,400.0","17,800.0","7.73M","3.50%"
"03/10/2023","18,550.0","19,500.0","19,550.0","18,550.0","11.66M","-6.78%"
"02/10/2023","19,900.0","19,750.0","20,150.0","19,550.0","4.30M","0.76%"
"29/09/2023","19,750.0","20,100.0","20,250.0","19,600.0","4.91M","-0.75%"
"28/09/2023","19,900.0","19,900.0","19,950.0","19,100.0","6.80M","0.76%"
"27/09/2023","19,750.0","19,000.0","19,750.0","18,600.0","6.86M","4.77%"
"26/09/2023","18,850.0","18,800.0","19,900.0","18,800.0","9.39M","-2.84%"
"25/09/2023","19,400.0","20,350.0","21,000.0","19,400.0","13.53M","-6.95%"
"22/09/2023","20,850.0","21,500.0","21,850.0","20,850.0","27.47M","-6.92%"
"21/09/2023","22,400.0","22,850.0","23,650.0","22,400.0","17.77M","-1.97%"
"20/09/2023","22,850.0","22,700.0","22,950.0","22,500.0","8.01M","0.66%"
"19/09/2023","22,700.0","21,850.0","22,700.0","21,000.0","14.73M","5.34%"
"18/09/2023","21,550.0","21,500.0","22,200.0","21,400.0","11.57M","0.23%"
"15/09/2023","21,500.0","21,350.0","22,000.0","20,900.0","10.24M","0.94%"
"14/09/2023","21,300.0","22,050.0","22,100.0","21,000.0","11.95M","-3.40%"
"13/09/2023","22,050.0","21,850.0","22,800.0","21,250.0","16.99M","1.38%"
"12/09/2023","21,750.0","21,000.0","21,800.0","20,750.0","12.52M","3.57%"
"11/09/2023","21,000.0","22,000.0","22,000.0","21,000.0","15.85M","-3.89%"
"08/09/2023","21,850.0","20,900.0","21,950.0","20,700.0","16.08M","4.55%"
"07/09/2023","20,900.0","21,350.0","21,450.0","20,800.0","12.06M","-1.18%"
"06/09/2023","21,150.0","19,900.0","21,150.0","19,550.0","21.03M","6.82%"
"05/09/2023","19,800.0","19,600.0","19,900.0","19,400.0","12.00M","2.59%"
"31/08/2023","19,300.0","19,000.0","19,500.0","19,000.0","10.37M","2.66%"
"30/08/2023","18,800.0","18,400.0","18,900.0","18,300.0","7.17M","2.17%"
"29/08/2023","18,400.0","18,700.0","18,750.0","18,300.0","5.20M","-1.08%"
"28/08/2023","18,600.0","18,200.0","18,600.0","18,150.0","6.38M","2.76%"
"25/08/2023","18,100.0","18,400.0","18,450.0","18,050.0","6.89M","-1.63%"
"24/08/2023","18,400.0","17,900.0","18,400.0","17,750.0","5.75M","2.79%"
"23/08/2023","17,900.0","18,200.0","18,200.0","17,900.0","4.14M","0.00%"
"22/08/2023","17,900.0","17,800.0","18,100.0","16,900.0","9.77M","1.13%"
"21/08/2023","17,700.0","18,400.0","18,600.0","17,700.0","10.04M","-4.84%"
"18/08/2023","18,600.0","19,750.0","19,850.0","18,600.0","15.78M","-7.00%"
"17/08/2023","20,000.0","20,400.0","20,650.0","20,000.0","15.88M","-1.48%"
"16/08/2023","20,300.0","20,400.0","20,400.0","20,000.0","6.03M","-0.49%"
"15/08/2023","20,400.0","20,400.0","20,500.0","20,000.0","7.74M","0.49%"
"14/08/2023","20,300.0","19,700.0","20,500.0","19,600.0","17.78M","4.10%"
"11/08/2023","19,500.0","19,100.0","19,700.0","18,650.0","10.06M","2.63%"
"10/08/2023","19,000.0","19,600.0","19,600.0","19,000.0","5.53M","-2.81%"
"09/08/2023","19,550.0","19,250.0","19,600.0","18,950.0","10.50M","1.56%"
"08/08/2023","19,250.0","19,350.0","19,550.0","19,200.0","9.89M","0.00%"
"07/08/2023","19,250.0","19,400.0","19,450.0","19,100.0","7.52M","0.00%"
"04/08/2023","19,250.0","18,850.0","19,250.0","18,800.0","6.24M","2.12%"
"03/08/2023","18,850.0","19,200.0","19,200.0","18,650.0","12.37M","-1.82%"
"02/08/2023","19,200.0","19,000.0","19,400.0","18,800.0","6.25M","0.79%"
"01/08/2023","19,050.0","19,700.0","19,700.0","19,050.0","12.10M","-3.30%"
"31/07/2023","19,700.0","20,250.0","20,250.0","19,300.0","10.70M","-0.51%"
"28/07/2023","19,800.0","19,750.0","20,150.0","19,500.0","8.54M","0.76%"
"27/07/2023","19,650.0","19,650.0","19,800.0","19,200.0","7.43M","0.00%"
"26/07/2023","19,650.0","19,600.0","20,100.0","19,500.0","8.40M","0.26%"
"25/07/2023","19,600.0","19,600.0","19,750.0","19,400.0","7.86M","0.00%"
"24/07/2023","19,600.0","19,750.0","19,900.0","19,450.0","7.56M","-0.51%"
"21/07/2023","19,700.0","19,300.0","19,800.0","19,200.0","8.24M","2.60%"
"20/07/2023","19,200.0","19,000.0","19,300.0","18,800.0","8.88M","0.79%"
"19/07/2023","19,050.0","19,200.0","19,300.0","18,900.0","10.62M","-0.26%"
"18/07/2023","19,100.0","19,400.0","19,400.0","19,050.0","8.96M","-1.80%"
"17/07/2023","19,450.0","19,550.0","19,800.0","19,300.0","6.97M","0.52%"
"14/07/2023","19,350.0","18,850.0","19,350.0","18,700.0","14.63M","3.75%"
"13/07/2023","18,650.0","18,900.0","18,950.0","18,600.0","5.10M","0.27%"
"12/07/2023","18,600.0","18,750.0","18,800.0","18,250.0","8.86M","-0.27%"
"11/07/2023","18,650.0","18,750.0","18,950.0","18,550.0","11.05M","-0.80%"
"10/07/2023","18,800.0","18,550.0","18,900.0","18,400.0","11.24M","2.17%"
"07/07/2023","18,400.0","17,400.0","18,450.0","17,200.0","15.39M","5.14%"
"06/07/2023","17,500.0","17,700.0","17,900.0","17,200.0","8.69M","-1.13%"
"05/07/2023","17,700.0","17,650.0","18,100.0","17,450.0","18.04M","1.14%"
"04/07/2023","17,500.0","17,250.0","17,500.0","17,050.0","10.70M","1.74%"
"03/07/2023","17,200.0","17,400.0","17,400.0","17,200.0","4.94M","-0.29%"
"30/06/2023","17,250.0","17,150.0","17,350.0","17,100.0","5.68M","0.00%"
"29/06/2023","17,250.0","18,150.0","18,200.0","17,250.0","14.87M","-4.96%"
"28/06/2023","18,150.0","18,050.0","18,350.0","18,000.0","10.93M","0.55%"
"27/06/2023","18,050.0","18,250.0","18,250.0","17,750.0","7.50M","-0.28%"
"26/06/2023","18,100.0","18,200.0","18,400.0","17,500.0","12.45M","-0.55%"
"23/06/2023","18,200.0","17,800.0","18,250.0","17,700.0","16.01M","2.82%"
"22/06/2023","17,700.0","17,800.0","17,900.0","17,600.0","11.37M","0.00%"
"21/06/2023","17,700.0","16,900.0","17,750.0","16,850.0","17.54M","4.42%"
"20/06/2023","16,950.0","16,400.0","16,950.0","16,400.0","5.81M","3.35%"
"19/06/2023","16,400.0","16,800.0","16,800.0","16,400.0","7.32M","-2.38%"
"16/06/2023","16,800.0","16,900.0","17,200.0","16,650.0","15.75M","0.30%"
"15/06/2023","16,750.0","17,100.0","17,150.0","16,650.0","13.48M","-2.05%"
"14/06/2023","17,100.0","17,500.0","17,500.0","17,050.0","8.97M","-2.01%"
"13/06/2023","17,450.0","16,600.0","17,600.0","16,400.0","21.31M","5.76%"
"12/06/2023","16,500.0","16,750.0","16,800.0","16,100.0","10.79M","-1.20%"
"09/06/2023","16,700.0","16,400.0","16,700.0","16,150.0","10.67M","2.45%"
"08/06/2023","16,300.0","16,700.0","16,850.0","16,300.0","16.30M","-2.40%"
"07/06/2023","16,700.0","16,750.0","17,150.0","16,650.0","13.09M","1.83%"
"06/06/2023","16,400.0","16,200.0","16,550.0","16,050.0","10.30M","0.92%"
"05/06/2023","16,250.0","16,300.0","16,650.0","16,000.0","13.97M","2.52%"
"02/06/2023","15,850.0","15,500.0","16,100.0","15,350.0","15.21M","3.26%"
"01/06/2023","15,350.0","15,500.0","15,550.0","15,050.0","9.53M","-0.97%"
"31/05/2023","15,500.0","15,600.0","15,800.0","15,400.0","12.53M","0.00%"
"30/05/2023","15,500.0","15,250.0","15,600.0","15,150.0","16.87M","2.31%"
"29/05/2023","15,150.0","14,800.0","15,200.0","14,650.0","6.98M","3.06%"
"26/05/2023","14,700.0","14,900.0","14,900.0","14,600.0","4.75M","-1.01%"
"25/05/2023","14,850.0","14,700.0","14,950.0","14,600.0","4.06M","0.34%"
"24/05/2023","14,800.0","15,200.0","15,200.0","14,800.0","6.70M","-1.99%"
"23/05/2023","15,100.0","15,300.0","15,400.0","15,000.0","5.21M","-0.98%"
"22/05/2023","15,250.0","14,600.0","15,300.0","14,600.0","8.64M","4.45%"
"19/05/2023","14,600.0","14,550.0","14,750.0","14,500.0","3.72M","0.34%"
"18/05/2023","14,550.0","14,550.0","14,650.0","14,400.0","5.89M","0.34%"
"17/05/2023","14,500.0","14,800.0","14,900.0","14,500.0","7.63M","-2.03%"
"16/05/2023","14,800.0","15,000.0","15,150.0","14,700.0","5.61M","-1.33%"
"15/05/2023","15,000.0","15,600.0","15,600.0","15,000.0","8.95M","-2.60%"
"12/05/2023","15,400.0","15,200.0","15,600.0","15,200.0","7.82M","1.32%"
"11/05/2023","15,200.0","15,200.0","15,500.0","15,050.0","8.51M","0.33%"
"10/05/2023","15,150.0","15,050.0","15,200.0","14,950.0","4.72M","0.66%"
"09/05/2023","15,050.0","14,700.0","15,100.0","14,600.0","11.87M","3.79%"
"08/05/2023","14,500.0","14,700.0","14,700.0","14,500.0","2.76M","0.00%"
"05/05/2023","14,500.0","14,400.0","14,750.0","14,300.0","3.18M","0.69%"
"04/05/2023","14,400.0","14,500.0","14,700.0","14,300.0","3.35M","-1.03%"
"28/04/2023","14,550.0","14,500.0","14,650.0","14,450.0","3.12M","0.34%"
"27/04/2023","14,500.0","14,800.0","14,850.0","14,500.0","2.54M","-2.03%"
"26/04/2023","14,800.0","14,100.0","14,800.0","14,000.0","5.07M","4.96%"
"25/04/2023","14,100.0","14,000.0","14,500.0","13,900.0","3.83M","1.81%"
"24/04/2023","13,850.0","14,150.0","14,200.0","13,800.0","5.18M","-2.12%"
"21/04/2023","14,150.0","14,600.0","14,600.0","14,050.0","7.16M","-3.41%"
"20/04/2023","14,650.0","14,650.0","14,700.0","14,500.0","3.07M","0.00%"
"19/04/2023","14,650.0","14,900.0","15,000.0","14,650.0","3.68M","-1.68%"
"18/04/2023","14,900.0","14,900.0","15,000.0","14,800.0","3.26M","0.68%"
"17/04/2023","14,800.0","14,600.0","14,900.0","14,600.0","2.53M","1.02%"
"14/04/2023","14,650.0","14,750.0","14,950.0","14,600.0","6.85M","0.34%"
"13/04/2023","14,600.0","14,750.0","14,800.0","14,500.0","4.00M","-0.68%"
"12/04/2023","14,700.0","14,900.0","15,000.0","14,700.0","4.07M","-1.34%"
"11/04/2023","14,900.0","14,400.0","14,900.0","14,400.0","5.87M","3.11%"
"10/04/2023","14,450.0","14,650.0","14,950.0","14,400.0","12.80M","-2.36%"
"07/04/2023","14,800.0","15,100.0","15,250.0","14,700.0","12.32M","-2.31%"
"06/04/2023","15,150.0","15,500.0","15,600.0","15,150.0","13.64M","-1.94%"
"05/04/2023","15,450.0","15,300.0","15,500.0","15,200.0","9.15M","0.98%"
"04/04/2023","15,300.0","15,050.0","15,450.0","15,050.0","7.83M","0.99%"
"03/04/2023","15,150.0","15,450.0","15,650.0","15,100.0","14.41M","-1.62%"
"31/03/2023","15,400.0","15,600.0","15,900.0","15,000.0","20.45M","-1.91%"
"30/03/2023","15,700.0","16,500.0","16,650.0","15,700.0","26.11M","-4.27%"
"29/03/2023","16,400.0","16,050.0","16,600.0","16,050.0","9.10M","2.18%"
"28/03/2023","16,050.0","16,500.0","16,500.0","16,050.0","8.42M","-1.53%"
"27/03/2023","16,300.0","15,900.0","16,400.0","15,750.0","9.86M","2.52%"
"24/03/2023","15,900.0","16,050.0","16,200.0","15,750.0","7.87M","0.00%"
"23/03/2023","15,900.0","15,400.0","16,000.0","15,350.0","7.34M","1.92%"
"22/03/2023","15,600.0","15,950.0","15,950.0","15,600.0","4.70M","-1.27%"
"21/03/2023","15,800.0","15,350.0","15,800.0","15,000.0","8.65M","4.29%"
"20/03/2023","15,150.0","15,600.0","15,900.0","15,100.0","9.61M","-3.50%"
"17/03/2023","15,700.0","16,000.0","16,100.0","15,600.0","6.59M","-0.32%"
"16/03/2023","15,750.0","15,950.0","16,250.0","15,650.0","9.03M","-3.67%"
"15/03/2023","16,350.0","15,950.0","16,350.0","15,800.0","8.92M","5.83%"
"14/03/2023","15,450.0","16,400.0","16,400.0","15,350.0","21.20M","-5.79%"
"13/03/2023","16,400.0","16,500.0","16,800.0","16,200.0","8.54M","-1.80%"
"10/03/2023","16,700.0","16,400.0","16,700.0","16,100.0","14.94M","0.30%"
"09/03/2023","16,650.0","16,800.0","17,100.0","16,650.0","14.45M","-0.30%"
"08/03/2023","16,700.0","16,350.0","16,700.0","16,250.0","13.32M","1.21%"
"07/03/2023","16,500.0","15,600.0","16,550.0","15,500.0","24.60M","6.45%"
"06/03/2023","15,500.0","15,800.0","16,000.0","15,000.0","8.15M","0.98%"
"03/03/2023","15,350.0","15,500.0","16,150.0","15,350.0","18.75M","0.00%"
"02/03/2023","15,350.0","15,300.0","15,700.0","15,100.0","10.09M","1.66%"
"01/03/2023","15,100.0","14,150.0","15,100.0","13,950.0","8.22M","6.71%"
"28/02/2023","14,150.0","14,500.0","14,650.0","13,950.0","6.48M","-0.35%"
"27/02/2023","14,200.0","14,800.0","14,800.0","14,200.0","10.33M","-5.33%"
"24/02/2023","15,000.0","15,700.0","15,750.0","14,900.0","7.63M","-3.85%"
"23/02/2023","15,600.0","15,050.0","15,600.0","14,500.0","13.39M","2.97%"
"22/02/2023","15,150.0","14,900.0","16,000.0","14,900.0","20.54M","-0.98%"
"21/02/2023","15,300.0","15,900.0","15,950.0","15,300.0","13.90M","-2.86%"
"20/02/2023","15,750.0","15,350.0","15,800.0","15,300.0","13.92M","3.62%"
"17/02/2023","15,200.0","15,100.0","15,350.0","14,900.0","10.86M","1.00%"
"16/02/2023","15,050.0","14,300.0","15,050.0","14,100.0","13.95M","6.74%"
"15/02/2023","14,100.0","13,800.0","14,450.0","13,700.0","9.54M","2.17%"
"14/02/2023","13,800.0","13,650.0","14,050.0","13,600.0","6.11M","2.22%"
"13/02/2023","13,500.0","13,350.0","13,700.0","12,900.0","7.33M","0.00%"
"10/02/2023","13,500.0","13,650.0","13,900.0","13,300.0","6.52M","-1.10%"
"09/02/2023","13,650.0","14,000.0","14,200.0","13,650.0","4.43M","-2.50%"
"08/02/2023","14,000.0","13,400.0","14,050.0","12,850.0","11.11M","6.46%"
"07/02/2023","13,150.0","14,100.0","14,400.0","13,150.0","13.33M","-6.74%"
"06/02/2023","14,100.0","14,000.0","14,200.0","13,700.0","6.13M","0.00%"
"03/02/2023","14,100.0","14,200.0","14,550.0","13,700.0","8.19M","0.00%"
"02/02/2023","14,100.0","14,800.0","14,950.0","14,050.0","11.99M","-4.73%"
"01/02/2023","14,800.0","15,950.0","16,300.0","14,800.0","26.77M","-6.92%"
"31/01/2023","15,900.0","15,600.0","15,900.0","15,450.0","9.63M","0.95%"
"30/01/2023","15,750.0","15,850.0","16,400.0","15,400.0","12.15M","0.00%"
"27/01/2023","15,750.0","15,500.0","16,000.0","15,050.0","13.39M","1.61%"
"19/01/2023","15,500.0","15,350.0","15,650.0","15,100.0","11.76M","0.32%"
"18/01/2023","15,450.0","15,700.0","15,800.0","15,300.0","8.39M","-0.32%"
"17/01/2023","15,500.0","14,750.0","15,500.0","14,600.0","16.06M","6.90%"
"16/01/2023","14,500.0","14,150.0","14,700.0","13,950.0","9.38M","3.20%"
"13/01/2023","14,050.0","14,450.0","14,700.0","13,900.0","7.79M","-0.71%"
"12/01/2023","14,150.0","14,000.0","14,300.0","13,800.0","6.48M","1.80%"
"11/01/2023","13,900.0","13,700.0","14,400.0","13,600.0","13.43M","2.96%"
"10/01/2023","13,500.0","13,100.0","13,700.0","12,600.0","9.01M","3.05%"
"09/01/2023","13,100.0","13,650.0","13,650.0","13,100.0","7.65M","-1.13%"
"06/01/2023","13,250.0","13,800.0","13,950.0","13,100.0","8.65M","-4.33%"
"05/01/2023","13,850.0","13,450.0","13,950.0","13,100.0","9.74M","3.75%"
"04/01/2023","13,350.0","13,600.0","13,800.0","13,250.0","7.89M","1.91%"
"03/01/2023","13,100.0","12,350.0","13,100.0","12,350.0","8.70M","6.94%"
"30/12/2022","12,250.0","12,450.0","12,500.0","12,100.0","3.90M","0.00%"
"29/12/2022","12,250.0","12,350.0","12,600.0","12,000.0","5.60M","-0.81%"
"28/12/2022","12,350.0","12,600.0","12,750.0","12,350.0","5.82M","0.00%"
"27/12/2022","12,350.0","11,500.0","12,350.0","11,300.0","9.21M","6.93%"
"26/12/2022","11,550.0","12,050.0","12,350.0","11,550.0","12.09M","-6.85%"
"23/12/2022","12,400.0","13,250.0","13,300.0","12,400.0","12.51M","-6.77%"
"22/12/2022","13,300.0","14,000.0","14,150.0","12,900.0","10.90M","-3.62%"
"21/12/2022","13,800.0","14,900.0","14,950.0","13,650.0","13.40M","-5.80%"
"20/12/2022","14,650.0","14,100.0","14,900.0","13,350.0","25.88M","3.90%"
"19/12/2022","14,100.0","14,500.0","15,050.0","14,100.0","20.97M","0.00%"
"16/12/2022","14,100.0","13,000.0","14,100.0","13,000.0","15.19M","6.82%"
"15/12/2022","13,200.0","12,800.0","13,400.0","12,800.0","11.71M","1.54%"
"14/12/2022","13,000.0","13,300.0","13,500.0","12,900.0","10.37M","0.00%"
"13/12/2022","13,000.0","12,450.0","13,000.0","11,950.0","9.15M","4.42%"
"12/12/2022","12,450.0","13,500.0","13,800.0","12,400.0","12.49M","-6.39%"
"09/12/2022","13,300.0","12,800.0","13,450.0","12,350.0","11.99M","4.72%"
"08/12/2022","12,700.0","12,100.0","12,700.0","12,050.0","12.38M","6.72%"
"07/12/2022","11,900.0","11,950.0","12,400.0","11,650.0","14.65M","-4.80%"
"06/12/2022","12,500.0","13,300.0","13,350.0","12,500.0","22.94M","-6.72%"
"05/12/2022","13,400.0","13,300.0","13,400.0","12,800.0","13.86M","6.77%"
"02/12/2022","12,550.0","11,700.0","12,550.0","11,650.0","12.68M","6.81%"
"01/12/2022","11,750.0","11,300.0","11,750.0","11,200.0","27.61M","6.82%"
"30/11/2022","11,000.0","10,900.0","11,250.0","10,550.0","10.02M","1.38%"
"29/11/2022","10,850.0","10,700.0","11,200.0","10,150.0","12.84M","2.84%"
"28/11/2022","10,550.0","10,300.0","10,550.0","10,100.0","12.16M","6.57%"
"25/11/2022","9,900.0","9,490.0","9,900.0","9,350.0","6.66M","6.57%"
"24/11/2022","9,290.0","8,500.0","9,290.0","8,420.0","6.61M","6.78%"
"23/11/2022","8,700.0","9,100.0","9,400.0","8,700.0","6.96M","-5.43%"
"22/11/2022","9,200.0","9,650.0","10,150.0","9,100.0","12.63M","-4.76%"
"21/11/2022","9,660.0","9,130.0","9,660.0","9,100.0","7.18M","6.74%"
"18/11/2022","9,050.0","8,790.0","9,050.0","8,400.0","17.25M","6.97%"
"17/11/2022","8,460.0","8,440.0","8,460.0","8,200.0","3.72M","6.95%"
"16/11/2022","7,910.0","6,980.0","7,910.0","6,890.0","8.09M","6.89%"
"15/11/2022","7,400.0","7,720.0","8,180.0","7,400.0","7.99M","-6.92%"
"14/11/2022","7,950.0","7,870.0","8,160.0","7,830.0","9.05M","-5.47%"
"11/11/2022","8,410.0","8,510.0","9,050.0","8,410.0","10.95M","-6.97%"
"10/11/2022","9,040.0","9,200.0","9,500.0","9,040.0","4.19M","-7.00%"
"09/11/2022","9,720.0","10,450.0","10,700.0","9,720.0","8.39M","-6.99%"
"08/11/2022","10,450.0","10,450.0","10,800.0","10,450.0","7.01M","-6.70%"
"07/11/2022","11,200.0","11,600.0","12,000.0","11,200.0","7.31M","-6.67%"
"04/11/2022","12,000.0","12,800.0","12,900.0","12,000.0","8.16M","-6.98%"
"03/11/2022","12,900.0","13,250.0","13,400.0","12,800.0","4.04M","-4.09%"
"02/11/2022","13,450.0","12,900.0","13,450.0","12,900.0","6.24M","4.26%"
"01/11/2022","12,900.0","13,850.0","14,100.0","12,800.0","11.65M","-4.80%"
"31/10/2022","13,550.0","13,550.0","13,950.0","13,550.0","10.70M","-6.87%"
"28/10/2022","14,550.0","15,900.0","15,900.0","14,550.0","11.81M","-6.73%"
"27/10/2022","15,600.0","14,750.0","15,700.0","14,550.0","8.06M","5.76%"
"26/10/2022","14,750.0","15,500.0","15,500.0","14,550.0","3.00M","-2.96%"
"25/10/2022","15,200.0","14,500.0","15,750.0","14,000.0","8.40M","3.05%"
"24/10/2022","14,750.0","15,650.0","15,850.0","14,750.0","6.96M","-6.94%"
"21/10/2022","15,850.0","17,100.0","17,100.0","15,850.0","9.34M","-6.76%"
"20/10/2022","17,000.0","17,000.0","17,350.0","16,800.0","4.86M","0.00%"
"19/10/2022","17,000.0","17,450.0","17,500.0","17,000.0","3.94M","-3.13%"
"18/10/2022","17,550.0","17,800.0","17,900.0","17,300.0","5.89M","0.29%"
"17/10/2022","17,500.0","17,000.0","17,500.0","16,750.0","5.47M","0.86%"
"14/10/2022","17,350.0","17,600.0","17,700.0","17,200.0","6.16M","0.29%"
"13/10/2022","17,300.0","17,000.0","17,450.0","16,900.0","5.17M","0.58%"
"12/10/2022","17,200.0","16,350.0","17,250.0","16,350.0","7.16M","6.50%"
"11/10/2022","16,150.0","16,200.0","16,750.0","15,700.0","8.44M","0.00%"
"10/10/2022","16,150.0","14,750.0","16,150.0","14,600.0","8.79M","6.95%"
"07/10/2022","15,100.0","15,300.0","15,800.0","15,100.0","8.17M","-6.79%"
"06/10/2022","16,200.0","17,500.0","17,500.0","16,200.0","8.06M","-6.90%"
"05/10/2022","17,400.0","17,100.0","17,500.0","16,800.0","3.63M","4.82%"
"04/10/2022","16,600.0","17,350.0","17,450.0","16,600.0","7.78M","-2.64%"
"03/10/2022","17,050.0","18,300.0","18,300.0","17,050.0","7.26M","-6.83%"
"30/09/2022","18,300.0","18,200.0","18,500.0","17,050.0","8.76M","0.00%"
"29/09/2022","18,300.0","19,600.0","19,600.0","18,300.0","6.51M","-3.68%"
"28/09/2022","19,000.0","19,050.0","19,700.0","18,800.0","9.35M","-1.55%"
"27/09/2022","19,300.0","20,150.0","20,250.0","19,300.0","6.68M","-3.26%"
"26/09/2022","19,950.0","20,500.0","20,900.0","19,700.0","13.45M","-5.67%"
"23/09/2022","21,150.0","21,450.0","21,750.0","21,100.0","8.40M","-1.63%"
