Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
25/11/2022,"9,900","9,490","9,900","9,350",6.66M,6.57%
24/11/2022,"9,290","8,500","9,290","8,420",6.61M,6.78%
23/11/2022,"8,700","9,100","9,400","8,700",6.96M,-5.43%
22/11/2022,"9,200","9,650","10,150","9,100",12.63M,-4.76%
21/11/2022,"9,660","9,130","9,660","9,100",7.18M,6.74%
18/11/2022,"9,050","8,790","9,050","8,400",17.25M,6.97%
17/11/2022,"8,460","8,440","8,460","8,200",3.72M,6.95%
16/11/2022,"7,910","6,980","7,910","6,890",8.09M,6.89%
15/11/2022,"7,400","7,720","8,180","7,400",7.99M,-6.92%
14/11/2022,"7,950","7,870","8,160","7,830",9.05M,-5.47%
11/11/2022,"8,410","8,510","9,050","8,410",10.95M,-6.97%
10/11/2022,"9,040","9,200","9,500","9,040",4.19M,-7.00%
09/11/2022,"9,720","10,450","10,700","9,720",8.39M,-6.99%
08/11/2022,"10,450","10,450","10,800","10,450",7.01M,-6.70%
07/11/2022,"11,200","11,600","12,000","11,200",7.31M,-6.67%
04/11/2022,"12,000","12,800","12,900","12,000",8.16M,-6.98%
03/11/2022,"12,900","13,250","13,400","12,800",4.04M,-4.09%
02/11/2022,"13,450","12,900","13,450","12,900",6.24M,4.26%
01/11/2022,"12,900","13,850","14,100","12,800",11.65M,-4.80%
31/10/2022,"13,550","13,550","13,950","13,550",10.70M,-6.87%
28/10/2022,"14,550","15,900","15,900","14,550",11.81M,-6.73%
27/10/2022,"15,600","14,750","15,700","14,550",8.06M,5.76%
26/10/2022,"14,750","15,500","15,500","14,550",3.00M,-2.96%
25/10/2022,"15,200","14,500","15,750","14,000",8.40M,3.05%
24/10/2022,"14,750","15,650","15,850","14,750",6.96M,-6.94%
21/10/2022,"15,850","17,100","17,100","15,850",9.34M,-6.76%
20/10/2022,"17,000","17,000","17,350","16,800",4.86M,0.00%
19/10/2022,"17,000","17,450","17,500","17,000",3.94M,-3.13%
18/10/2022,"17,550","17,800","17,900","17,300",5.89M,0.29%
17/10/2022,"17,500","17,000","17,500","16,750",5.47M,0.86%
14/10/2022,"17,350","17,600","17,700","17,200",6.16M,0.29%
13/10/2022,"17,300","17,000","17,450","16,900",5.17M,0.58%
12/10/2022,"17,200","16,350","17,250","16,350",7.16M,6.50%
11/10/2022,"16,150","16,200","16,750","15,700",8.44M,0.00%
10/10/2022,"16,150","14,750","16,150","14,600",8.79M,6.95%
07/10/2022,"15,100","15,300","15,800","15,100",8.17M,-6.79%
06/10/2022,"16,200","17,500","17,500","16,200",8.06M,-6.90%
05/10/2022,"17,400","17,100","17,500","16,800",3.63M,4.82%
04/10/2022,"16,600","17,350","17,450","16,600",7.78M,-2.64%
03/10/2022,"17,050","18,300","18,300","17,050",7.26M,-6.83%
30/09/2022,"18,300","18,200","18,500","17,050",8.76M,0.00%
29/09/2022,"18,300","19,600","19,600","18,300",6.51M,-3.68%
28/09/2022,"19,000","19,050","19,700","18,800",9.35M,-1.55%
27/09/2022,"19,300","20,150","20,250","19,300",6.68M,-3.26%
26/09/2022,"19,950","20,500","20,900","19,700",13.45M,-5.67%
23/09/2022,"21,150","21,450","21,750","21,100",8.40M,-1.63%
22/09/2022,"21,500","20,500","21,550","20,500",8.52M,3.12%
21/09/2022,"20,850","20,600","21,300","20,400",6.71M,0.48%
20/09/2022,"20,750","20,900","21,100","20,000",9.26M,0.48%
19/09/2022,"20,650","22,200","22,350","20,650",21.12M,-6.98%
16/09/2022,"22,200","23,000","23,100","22,100",15.91M,-4.31%
15/09/2022,"23,200","23,850","23,950","23,200",10.49M,-1.90%
14/09/2022,"23,650","23,000","23,750","22,800",17.74M,1.07%
13/09/2022,"23,400","23,300","23,500","22,750",13.34M,0.43%
12/09/2022,"23,300","23,300","23,850","23,000",17.96M,1.30%
09/09/2022,"23,000","22,100","23,000","21,000",16.17M,5.50%
08/09/2022,"21,800","22,900","22,950","21,800",13.23M,-3.33%
07/09/2022,"22,550","22,850","23,200","22,350",29.13M,0.00%
06/09/2022,"22,550","23,200","23,200","22,500",14.90M,-0.44%
05/09/2022,"22,650","21,550","22,650","21,500",27.83M,6.84%
31/08/2022,"21,200","20,600","21,600","20,600",6.16M,0.71%
30/08/2022,"21,050","21,550","21,800","21,050",8.10M,-1.64%
29/08/2022,"21,400","21,000","21,500","20,650",14.24M,-2.51%
26/08/2022,"21,950","22,550","22,600","21,850",10.00M,-2.44%
25/08/2022,"22,500","22,150","22,800","21,950",16.97M,2.51%
24/08/2022,"21,950","22,250","22,300","21,850",11.31M,-0.45%
23/08/2022,"22,050","21,400","22,050","21,350",8.91M,2.56%
22/08/2022,"21,500","21,200","21,900","21,000",8.85M,0.70%
19/08/2022,"21,350","21,800","22,000","21,250",12.75M,-2.06%
18/08/2022,"21,800","21,700","22,100","21,600",8.38M,0.23%
17/08/2022,"21,750","22,200","22,350","21,600",14.18M,-2.03%
16/08/2022,"22,200","21,750","22,800","21,600",19.47M,2.07%
15/08/2022,"21,750","21,800","22,150","21,600",10.08M,0.00%
12/08/2022,"21,750","20,600","22,000","20,550",14.26M,5.58%
11/08/2022,"20,600","21,750","21,800","20,550",16.85M,-4.19%
10/08/2022,"21,500","21,700","22,000","21,150",12.14M,-1.38%
09/08/2022,"21,800","22,000","22,100","21,550",11.43M,0.46%
08/08/2022,"21,700","20,950","21,700","20,800",17.05M,4.08%
05/08/2022,"20,850","20,400","21,050","20,300",8.94M,0.72%
04/08/2022,"20,700","20,850","21,350","20,600",14.04M,0.00%
03/08/2022,"20,700","19,100","20,700","19,000",20.93M,6.98%
02/08/2022,"19,350","19,100","19,550","19,050",8.95M,1.84%
01/08/2022,"19,000","17,800","19,000","17,800",15.79M,6.74%
29/07/2022,"17,800","18,000","18,150","17,800",5.57M,0.56%
28/07/2022,"17,700","17,700","18,000","17,550",4.79M,2.31%
27/07/2022,"17,300","17,100","17,450","17,050",6.79M,-1.14%
26/07/2022,"17,500","18,350","18,700","17,500",11.83M,-5.41%
25/07/2022,"18,500","19,000","19,100","18,500",7.42M,-3.90%
22/07/2022,"19,250","19,350","19,600","19,200",6.99M,-1.03%
21/07/2022,"19,450","19,300","19,800","19,300",6.94M,1.04%
20/07/2022,"19,250","18,900","19,550","18,800",11.25M,2.94%
19/07/2022,"18,700","19,100","19,200","18,650",7.47M,-3.11%
18/07/2022,"19,300","20,100","20,100","19,100",8.21M,-3.02%
15/07/2022,"19,900","19,700","20,600","19,650",13.35M,2.05%
14/07/2022,"19,500","19,200","19,600","18,900",6.93M,0.52%
13/07/2022,"19,400","19,300","19,950","19,150",10.56M,0.52%
12/07/2022,"19,300","18,800","19,800","18,500",8.62M,2.66%
11/07/2022,"18,800","18,800","19,250","18,350",6.82M,-1.05%
08/07/2022,"19,000","18,600","19,250","18,550",9.00M,3.26%
07/07/2022,"18,400","18,700","18,850","17,950",4.85M,-0.54%
06/07/2022,"18,500","18,400","19,250","18,100",9.76M,-1.07%
05/07/2022,"18,700","18,550","19,450","18,500",12.39M,0.00%
04/07/2022,"18,700","19,000","19,100","18,500",6.41M,0.00%
01/07/2022,"18,700","17,800","18,700","17,100",6.90M,5.06%
30/06/2022,"17,800","18,950","19,450","17,800",8.25M,-6.07%
29/06/2022,"18,950","17,800","19,200","17,800",9.02M,4.12%
28/06/2022,"18,200","18,400","18,800","17,950",5.29M,-1.09%
27/06/2022,"18,400","17,400","18,400","16,900",8.14M,6.36%
24/06/2022,"17,300","16,850","17,900","16,800",7.84M,3.28%
23/06/2022,"16,750","16,550","16,800","16,200",2.85M,1.52%
22/06/2022,"16,500","16,150","16,700","15,750",7.63M,5.43%
21/06/2022,"15,650","15,800","17,000","15,600",7.05M,-6.29%
20/06/2022,"16,700","17,300","18,300","16,700",10.10M,-6.96%
17/06/2022,"17,950","18,200","18,400","17,950",6.27M,-6.75%
16/06/2022,"19,250","19,950","20,100","19,200",5.90M,-0.26%
15/06/2022,"19,300","20,200","21,000","19,300",9.93M,-6.76%
14/06/2022,"20,700","21,000","21,750","20,450",9.67M,-5.69%
13/06/2022,"21,950","22,600","23,000","21,950",8.16M,-6.99%
10/06/2022,"23,600","24,000","24,850","23,550",10.22M,-1.05%
09/06/2022,"23,850","22,500","23,850","22,300",13.55M,6.95%
08/06/2022,"22,300","22,100","22,300","21,400",5.75M,4.21%
07/06/2022,"21,400","22,250","22,500","21,200",5.92M,-5.73%
06/06/2022,"22,700","23,800","24,050","22,500",5.01M,-4.62%
03/06/2022,"23,800","23,950","24,200","23,550",5.56M,2.73%
02/06/2022,"23,167","23,167","23,730","22,925",6.91M,0.00%
01/06/2022,"23,167","24,092","24,132","22,925",12.67M,-3.84%
31/05/2022,"24,092","24,936","24,936","23,971",9.17M,-3.39%
30/05/2022,"24,936","25,178","25,178","24,735",6.74M,-0.16%
27/05/2022,"24,977","24,132","25,741","23,770",14.44M,3.16%
26/05/2022,"24,212","24,132","24,695","24,011",5.90M,1.18%
